group,subset,method_key,method,median_normalized_rf,median_bsd,mean_normalized_rf,mean_bsd
Sharks,19,supertree,Supertree-based,0.713768115942029,0.3052228981219302,0.7135265700483092,0.3105598208256046
Sharks,20,original,Proposed,0.3916083916083916,0.28023612468665826,0.4011655011655012,0.28339566579418923
Sharks,20,at_root,Root Attach,0.7692307692307693,0.4106065735287815,0.7815850815850818,0.4088780541990365
Sharks,20,nearest_leaf_parent,Nearest Parent,0.7902097902097902,0.37751807784868907,0.8044289044289046,0.3844505616449941
Sharks,20,no_mcs,No MCS,0.7762237762237763,0.4345979249176951,0.783916083916084,0.42665934886985096
Sharks,20,supertree,Supertree-based,0.7167832167832169,0.3251896788641546,0.7200466200466201,0.32615008421620995
Squamates,1,original,Proposed,0.19791666666666669,0.25576375837456733,0.21111111111111114,0.26332235543806526
Squamates,1,at_root,Root Attach,0.7708333333333334,0.27140098439121213,0.7708333333333335,0.27627357784484236
Squamates,1,nearest_leaf_parent,Nearest Parent,0.78125,0.3256026181719798,0.7888888888888889,0.3251318454944852
Squamates,1,no_mcs,No MCS,0.7708333333333334,0.272835330415386,0.767361111111111,0.27689766673899335
Squamates,1,supertree,Supertree-based,0.6875,0.21623358989867966,0.6972222222222222,0.21354671449328394
Squamates,2,original,Proposed,0.17924528301886794,0.23080827854437447,0.18930817610062894,0.24323408672130314
Squamates,2,at_root,Root Attach,0.7735849056603774,0.2707982789845238,0.7566037735849058,0.27661073397128916
Squamates,2,nearest_leaf_parent,Nearest Parent,0.7735849056603774,0.25480225755655594,0.7572327044025158,0.2586023511610055
Squamates,2,no_mcs,No MCS,0.7641509433962265,0.2720023515447001,0.7515723270440252,0.2785035463960393
Squamates,2,supertree,Supertree-based,0.7169811320754716,0.2209737896425258,0.6993710691823899,0.2226037186042521
Squamates,3,original,Proposed,0.20689655172413793,0.24379944849465554,0.20862068965517241,0.2519744959320327
Squamates,3,at_root,Root Attach,0.7844827586206897,0.3126575374671038,0.7793103448275861,0.31826878937221825
Squamates,3,nearest_leaf_parent,Nearest Parent,0.7931034482758621,0.3028464765069896,0.7954022988505745,0.3077895293972176
Squamates,3,no_mcs,No MCS,0.7758620689655172,0.3124022900076521,0.7758620689655172,0.3188740908035382
Squamates,3,supertree,Supertree-based,0.7241379310344828,0.24191285647025315,0.7264367816091953,0.2545150048711383
Squamates,4,original,Proposed,0.21428571428571427,0.30023661443198857,0.23386243386243386,0.3435388992839093
Squamates,4,at_root,Root Attach,0.7936507936507936,0.346093565269294,0.7984126984126986,0.379118390060175
Squamates,4,nearest_leaf_parent,Nearest Parent,0.8253968253968254,0.33325272919548904,0.8158730158730161,0.3650061124040183
