group,subset,method_key,method,tree_idx,normalized_rf,bsd
Mammals,1,nearest_leaf_parent,Nearest Parent,11,0.6458333333333334,0.2869645912633349
Mammals,1,nearest_leaf_parent,Nearest Parent,12,0.7916666666666666,0.39249960322023153
Mammals,1,nearest_leaf_parent,Nearest Parent,13,0.8958333333333334,0.38065641136386547
Mammals,1,nearest_leaf_parent,Nearest Parent,14,0.7083333333333334,0.24502957230781997
Mammals,1,nearest_leaf_parent,Nearest Parent,15,0.8958333333333334,0.3691299522392433
Mammals,1,nearest_leaf_parent,Nearest Parent,16,0.8541666666666666,0.371026652020914
Mammals,1,nearest_leaf_parent,Nearest Parent,17,0.8333333333333334,0.3506074369059818
Mammals,1,nearest_leaf_parent,Nearest Parent,18,0.7916666666666666,0.31271600742081007
Mammals,1,nearest_leaf_parent,Nearest Parent,19,0.9166666666666666,0.4317401398640459
Mammals,1,nearest_leaf_parent,Nearest Parent,20,0.8125,0.47054198017800064
Mammals,1,nearest_leaf_parent,Nearest Parent,21,0.7291666666666666,0.3571857209219412
Mammals,1,nearest_leaf_parent,Nearest Parent,22,0.7708333333333334,0.4619676671952713
Mammals,1,nearest_leaf_parent,Nearest Parent,23,0.75,0.28000844315295786
Mammals,1,nearest_leaf_parent,Nearest Parent,24,0.8541666666666666,0.39772612174040123
Mammals,1,nearest_leaf_parent,Nearest Parent,25,0.7916666666666666,0.47115007135546655
Mammals,1,nearest_leaf_parent,Nearest Parent,26,0.8958333333333334,0.39636555474145835
Mammals,1,nearest_leaf_parent,Nearest Parent,27,0.7708333333333334,0.2666394230529268
Mammals,1,nearest_leaf_parent,Nearest Parent,28,0.7916666666666666,0.33710859378413954
Mammals,1,nearest_leaf_parent,Nearest Parent,29,0.75,0.37722753732453573
Mammals,1,nearest_leaf_parent,Nearest Parent,30,0.7708333333333334,0.28191264260781473
Mammals,1,no_mcs,No MCS,1,0.7083333333333334,0.3165286383337623
Mammals,1,no_mcs,No MCS,2,0.7708333333333334,0.31295958624807674
Mammals,1,no_mcs,No MCS,3,0.875,0.37996420909884016
Mammals,1,no_mcs,No MCS,4,0.75,0.31889042655745226
Mammals,1,no_mcs,No MCS,5,0.7708333333333334,0.3067749930703394
Mammals,1,no_mcs,No MCS,6,0.8541666666666666,0.321407298755706
Mammals,1,no_mcs,No MCS,7,0.75,0.29314308130238736
Mammals,1,no_mcs,No MCS,8,0.75,0.4785697351498679
Mammals,1,no_mcs,No MCS,9,0.7708333333333334,0.3743884509246529
Mammals,1,no_mcs,No MCS,10,0.8125,0.5310864633858916
Mammals,1,no_mcs,No MCS,11,0.6666666666666666,0.2948716200780766
Mammals,1,no_mcs,No MCS,12,0.7916666666666666,0.33982067916110154
Mammals,1,no_mcs,No MCS,13,0.9166666666666666,0.3632494003274471
Mammals,1,no_mcs,No MCS,14,0.7083333333333334,0.25469755403304883
Mammals,1,no_mcs,No MCS,15,0.9166666666666666,0.329278156351266
Mammals,1,no_mcs,No MCS,16,0.875,0.3608104298586469
Mammals,1,no_mcs,No MCS,17,0.8958333333333334,0.32165873238488385
Mammals,1,no_mcs,No MCS,18,0.8125,0.30462045582416125
Mammals,1,no_mcs,No MCS,19,0.9166666666666666,0.38330562000249885
Mammals,1,no_mcs,No MCS,20,0.8125,0.5262332910440204
Mammals,1,no_mcs,No MCS,21,0.7083333333333334,0.27636376527930295
Mammals,1,no_mcs,No MCS,22,0.7708333333333334,0.5191560026487975
Mammals,1,no_mcs,No MCS,23,0.8125,0.30469007589253605
Mammals,1,no_mcs,No MCS,24,0.8541666666666666,0.33954310520871844
Mammals,1,no_mcs,No MCS,25,0.7708333333333334,0.5343984110121606
Mammals,1,no_mcs,No MCS,26,0.9375,0.36378783414440924
Mammals,1,no_mcs,No MCS,27,0.8125,0.27064257050631746
Mammals,1,no_mcs,No MCS,28,0.8333333333333334,0.3388477351424956
Mammals,1,no_mcs,No MCS,29,0.7916666666666666,0.3358548530419287
Mammals,1,no_mcs,No MCS,30,0.7916666666666666,0.2808499705261099
Mammals,1,supertree,Supertree-based,1,0.625,0.32632180788234644
Mammals,1,supertree,Supertree-based,2,0.7708333333333334,0.34832109990284904
Mammals,1,supertree,Supertree-based,3,0.7916666666666666,0.38497981069178067
Mammals,1,supertree,Supertree-based,4,0.6666666666666666,0.3752636194705499
Mammals,1,supertree,Supertree-based,5,0.7083333333333334,0.3512376675458194
Mammals,1,supertree,Supertree-based,6,0.8333333333333334,0.3822597501909348
Mammals,1,supertree,Supertree-based,7,0.75,0.3365596080219169
Mammals,1,supertree,Supertree-based,8,0.6875,0.5645686913239434
Mammals,1,supertree,Supertree-based,9,0.5833333333333334,0.3313408247278928
Mammals,1,supertree,Supertree-based,10,0.75,0.6380370435469662
Mammals,1,supertree,Supertree-based,11,0.6458333333333334,0.3542509210435794
Mammals,1,supertree,Supertree-based,12,0.7083333333333334,0.33585454973898926
Mammals,1,supertree,Supertree-based,13,0.8958333333333334,0.40602747851665427
Mammals,1,supertree,Supertree-based,14,0.7083333333333334,0.3253906682347817
Mammals,1,supertree,Supertree-based,15,0.8541666666666666,0.37308419585914543
Mammals,1,supertree,Supertree-based,16,0.8333333333333334,0.3650689449362008
Mammals,1,supertree,Supertree-based,17,0.7916666666666666,0.31072989452315186
Mammals,1,supertree,Supertree-based,18,0.7916666666666666,0.3674022195004609
Mammals,1,supertree,Supertree-based,19,0.8541666666666666,0.40363862141524626
Mammals,1,supertree,Supertree-based,20,0.8125,0.610299543040697
Mammals,1,supertree,Supertree-based,21,0.6875,0.2954160948386908
Mammals,1,supertree,Supertree-based,22,0.7291666666666666,0.5899565065816629
Mammals,1,supertree,Supertree-based,23,0.75,0.31768970295278154
Mammals,1,supertree,Supertree-based,24,0.7708333333333334,0.31713608344825334
Mammals,1,supertree,Supertree-based,25,0.75,0.6165035669088236
Mammals,1,supertree,Supertree-based,26,0.8958333333333334,0.36977360430164313
Mammals,1,supertree,Supertree-based,27,0.7916666666666666,0.33668263396704917
Mammals,1,supertree,Supertree-based,28,0.7708333333333334,0.3880614423995608
Mammals,1,supertree,Supertree-based,29,0.6875,0.35463054112415515
Mammals,1,supertree,Supertree-based,30,0.7708333333333334,0.3560183515323472
Mammals,2,original,Proposed,1,0.24528301886792453,0.19197941514953434
Mammals,2,original,Proposed,2,0.22641509433962265,0.28236483893591535
Mammals,2,original,Proposed,3,0.24528301886792453,0.26483063157513054
Mammals,2,original,Proposed,4,0.018867924528301886,0.14291956851056764
Mammals,2,original,Proposed,5,0.1320754716981132,0.18791116357250714
Mammals,2,original,Proposed,6,0.18867924528301888,0.23817671037348
Mammals,2,original,Proposed,7,0.37735849056603776,0.35408480736390197
Mammals,2,original,Proposed,8,0.18867924528301888,0.26109080882110713
Mammals,2,original,Proposed,9,0.2641509433962264,0.31572166942088464
Mammals,2,original,Proposed,10,0.18867924528301888,0.15652147256077392
Mammals,2,original,Proposed,11,0.09433962264150944,0.17013204191816414
Mammals,2,original,Proposed,12,0.16981132075471697,0.19664857226379484
Mammals,2,original,Proposed,13,0.22641509433962265,0.17237737059884536
Mammals,2,original,Proposed,14,0.22641509433962265,0.19614174132182668
Mammals,2,original,Proposed,15,0.20754716981132076,0.34029487541206593
Mammals,2,original,Proposed,16,0.1320754716981132,0.15552838517931622
Mammals,2,original,Proposed,17,0.2830188679245283,0.35972067400391927
Mammals,2,original,Proposed,18,0.16981132075471697,0.15119638093245447
Mammals,2,original,Proposed,19,0.20754716981132076,0.16335067569856776
Mammals,2,original,Proposed,20,0.1509433962264151,0.14632037647639587
Mammals,2,original,Proposed,21,0.2641509433962264,0.183206407752401
Mammals,2,original,Proposed,22,0.1509433962264151,0.2693434795072332
Mammals,2,original,Proposed,23,0.16981132075471697,0.10085795809517101
Mammals,2,original,Proposed,24,0.24528301886792453,0.19060442514937723
Mammals,2,original,Proposed,25,0.22641509433962265,0.1565671861934628
Mammals,2,original,Proposed,26,0.2641509433962264,0.18502464652967762
Mammals,2,original,Proposed,27,0.22641509433962265,0.11682230932350798
Mammals,2,original,Proposed,28,0.20754716981132076,0.14663432446719973
Mammals,2,original,Proposed,29,0.11320754716981132,0.25203786958839386
Mammals,2,original,Proposed,30,0.20754716981132076,0.35586814807349165
Mammals,2,at_root,Root Attach,1,0.7924528301886793,0.3939587606013518
Mammals,2,at_root,Root Attach,2,0.7358490566037735,0.3329477360227489
Mammals,2,at_root,Root Attach,3,0.8301886792452831,0.41509959586144823
Mammals,2,at_root,Root Attach,4,0.5660377358490566,0.3026941402319563
Mammals,2,at_root,Root Attach,5,0.7169811320754716,0.31877552950142424
Mammals,2,at_root,Root Attach,6,0.7169811320754716,0.3671464982795348
Mammals,2,at_root,Root Attach,7,0.8490566037735849,0.45364912711535016
Mammals,2,at_root,Root Attach,8,0.8113207547169812,0.48659431822049637
Mammals,2,at_root,Root Attach,9,0.8490566037735849,0.4292588143474002
Mammals,2,at_root,Root Attach,10,0.8113207547169812,0.3903283294151118
Mammals,2,at_root,Root Attach,11,0.7735849056603774,0.3582455249321033
Mammals,2,at_root,Root Attach,12,0.7169811320754716,0.4557254300353706
Mammals,2,at_root,Root Attach,13,0.8113207547169812,0.38944388791077345
Mammals,2,at_root,Root Attach,14,0.8490566037735849,0.44203179042188206
Mammals,2,at_root,Root Attach,15,0.7924528301886793,0.4159873390425449
Mammals,2,at_root,Root Attach,16,0.7169811320754716,0.333292895557996
Mammals,2,at_root,Root Attach,17,0.8867924528301887,0.457108572212356
Mammals,2,at_root,Root Attach,18,0.8301886792452831,0.35456850049316346
Mammals,2,at_root,Root Attach,19,0.7547169811320755,0.3354334141545076
Mammals,2,at_root,Root Attach,20,0.6415094339622641,0.38675118442271467
Mammals,2,at_root,Root Attach,21,0.8679245283018868,0.45083978543270764
Mammals,2,at_root,Root Attach,22,0.8490566037735849,0.35107211840262537
Mammals,2,at_root,Root Attach,23,0.8113207547169812,0.3587505552221025
Mammals,2,at_root,Root Attach,24,0.7924528301886793,0.35165656806544543
Mammals,2,at_root,Root Attach,25,0.7547169811320755,0.36686534511998065
Mammals,2,at_root,Root Attach,26,0.8113207547169812,0.38398911168004046
Mammals,2,at_root,Root Attach,27,0.7547169811320755,0.3351509181882461
Mammals,2,at_root,Root Attach,28,0.8679245283018868,0.42927885993925546
Mammals,2,at_root,Root Attach,29,0.7547169811320755,0.43533144106537575
Mammals,2,at_root,Root Attach,30,0.6415094339622641,0.4235621721989184
Mammals,2,nearest_leaf_parent,Nearest Parent,1,0.7924528301886793,0.40734300696400827
Mammals,2,nearest_leaf_parent,Nearest Parent,2,0.7547169811320755,0.28628002237551087
Mammals,2,nearest_leaf_parent,Nearest Parent,3,0.8301886792452831,0.3952091974412461
Mammals,2,nearest_leaf_parent,Nearest Parent,4,0.5471698113207547,0.19115633069078014
Mammals,2,nearest_leaf_parent,Nearest Parent,5,0.7169811320754716,0.2915877380664883
Mammals,2,nearest_leaf_parent,Nearest Parent,6,0.7358490566037735,0.38045913230232564
Mammals,2,nearest_leaf_parent,Nearest Parent,7,0.8679245283018868,0.5022143744005563
Mammals,2,nearest_leaf_parent,Nearest Parent,8,0.8301886792452831,0.5128770079809815
Mammals,2,nearest_leaf_parent,Nearest Parent,9,0.8490566037735849,0.44516186030735916
Mammals,2,nearest_leaf_parent,Nearest Parent,10,0.8301886792452831,0.3466294936014153
Mammals,2,nearest_leaf_parent,Nearest Parent,11,0.7735849056603774,0.37353486881284637
Mammals,2,nearest_leaf_parent,Nearest Parent,12,0.7169811320754716,0.48621836189790363
Mammals,2,nearest_leaf_parent,Nearest Parent,13,0.8113207547169812,0.40644753531288536
Mammals,2,nearest_leaf_parent,Nearest Parent,14,0.8490566037735849,0.4750024338368972
Mammals,2,nearest_leaf_parent,Nearest Parent,15,0.7924528301886793,0.3488822973992704
Mammals,2,nearest_leaf_parent,Nearest Parent,16,0.7169811320754716,0.3199790043814402
Mammals,2,nearest_leaf_parent,Nearest Parent,17,0.8867924528301887,0.49302314118307733
Mammals,2,nearest_leaf_parent,Nearest Parent,18,0.8490566037735849,0.31621676409020527
Mammals,2,nearest_leaf_parent,Nearest Parent,19,0.7547169811320755,0.31069973139277884
Mammals,2,nearest_leaf_parent,Nearest Parent,20,0.7169811320754716,0.44342038908207565
Mammals,2,nearest_leaf_parent,Nearest Parent,21,0.9056603773584906,0.47574480131771185
Mammals,2,nearest_leaf_parent,Nearest Parent,22,0.8301886792452831,0.30993651202360345
Mammals,2,nearest_leaf_parent,Nearest Parent,23,0.8301886792452831,0.3335235073838584
Mammals,2,nearest_leaf_parent,Nearest Parent,24,0.7924528301886793,0.33267748877637304
Mammals,2,nearest_leaf_parent,Nearest Parent,25,0.7924528301886793,0.3547208329987941
Mammals,2,nearest_leaf_parent,Nearest Parent,26,0.8113207547169812,0.37501439178166773
Mammals,2,nearest_leaf_parent,Nearest Parent,27,0.7547169811320755,0.32273226382731246
Mammals,2,nearest_leaf_parent,Nearest Parent,28,0.8679245283018868,0.4470605097055274
Mammals,2,nearest_leaf_parent,Nearest Parent,29,0.7735849056603774,0.4869462870843099
Mammals,2,nearest_leaf_parent,Nearest Parent,30,0.6415094339622641,0.4431377413046733
Mammals,2,no_mcs,No MCS,1,0.8113207547169812,0.3864399912135184
Mammals,2,no_mcs,No MCS,2,0.7547169811320755,0.2841149755810195
Mammals,2,no_mcs,No MCS,3,0.8490566037735849,0.38400392766899866
Mammals,2,no_mcs,No MCS,4,0.5471698113207547,0.21105381901256237
Mammals,2,no_mcs,No MCS,5,0.7735849056603774,0.2978975675169567
Mammals,2,no_mcs,No MCS,6,0.7358490566037735,0.372874998007706
Mammals,2,no_mcs,No MCS,7,0.9056603773584906,0.5259868857569288
Mammals,2,no_mcs,No MCS,8,0.8301886792452831,0.49855354308596844
Mammals,2,no_mcs,No MCS,9,0.8679245283018868,0.47151849757701403
Mammals,2,no_mcs,No MCS,10,0.8301886792452831,0.3480682815939492
Mammals,2,no_mcs,No MCS,11,0.7924528301886793,0.36207741426285317
Mammals,2,no_mcs,No MCS,12,0.7358490566037735,0.469025743487798
Mammals,2,no_mcs,No MCS,13,0.8679245283018868,0.39462583293282205
Mammals,2,no_mcs,No MCS,14,0.9056603773584906,0.46765865345770974
Mammals,2,no_mcs,No MCS,15,0.7924528301886793,0.3388230912533524
Mammals,2,no_mcs,No MCS,16,0.7358490566037735,0.305285083767268
Mammals,2,no_mcs,No MCS,17,0.9056603773584906,0.5242904828623439
Mammals,2,no_mcs,No MCS,18,0.8490566037735849,0.32636954766250764
Mammals,2,no_mcs,No MCS,19,0.7735849056603774,0.3018088687966555
Mammals,2,no_mcs,No MCS,20,0.660377358490566,0.41653071724298624
Mammals,2,no_mcs,No MCS,21,0.8679245283018868,0.45872094677135195
Mammals,2,no_mcs,No MCS,22,0.8490566037735849,0.29521455562707516
Mammals,2,no_mcs,No MCS,23,0.8301886792452831,0.3293209442515858
Mammals,2,no_mcs,No MCS,24,0.7924528301886793,0.3111813081618237
Mammals,2,no_mcs,No MCS,25,0.7547169811320755,0.31826634720479235
Mammals,2,no_mcs,No MCS,26,0.8490566037735849,0.3902612934074079
Mammals,2,no_mcs,No MCS,27,0.7547169811320755,0.3102447815034428
Mammals,2,no_mcs,No MCS,28,0.8679245283018868,0.417689807941778
Mammals,2,no_mcs,No MCS,29,0.7547169811320755,0.4549310976506949
Mammals,2,no_mcs,No MCS,30,0.6792452830188679,0.4685573928423193
Mammals,2,supertree,Supertree-based,1,0.7735849056603774,0.3800539495916374
Mammals,2,supertree,Supertree-based,2,0.7169811320754716,0.32075719952081155
Mammals,2,supertree,Supertree-based,3,0.6981132075471698,0.356451663322231
Mammals,2,supertree,Supertree-based,4,0.5660377358490566,0.3061766237241788
Mammals,2,supertree,Supertree-based,5,0.7169811320754716,0.3214029030333993
Mammals,2,supertree,Supertree-based,6,0.6981132075471698,0.3461904253075671
Mammals,2,supertree,Supertree-based,7,0.6981132075471698,0.5448445995203146
Mammals,2,supertree,Supertree-based,8,0.7169811320754716,0.35989975743833946
Mammals,2,supertree,Supertree-based,9,0.7358490566037735,0.4816580025012821
Mammals,2,supertree,Supertree-based,10,0.7924528301886793,0.3782635074983344
Mammals,2,supertree,Supertree-based,11,0.7735849056603774,0.3547852034637636
Mammals,2,supertree,Supertree-based,12,0.6415094339622641,0.3377271501430088
Mammals,2,supertree,Supertree-based,13,0.7924528301886793,0.37626808083499763
Mammals,2,supertree,Supertree-based,14,0.7735849056603774,0.3391583560371212
Mammals,2,supertree,Supertree-based,15,0.6792452830188679,0.33472502548339483
Mammals,2,supertree,Supertree-based,16,0.6415094339622641,0.3172706745773485
Mammals,2,supertree,Supertree-based,17,0.7358490566037735,0.551231747548986
Mammals,2,supertree,Supertree-based,18,0.8113207547169812,0.34467807409268647
Mammals,2,supertree,Supertree-based,19,0.7358490566037735,0.3259697582071418
Mammals,2,supertree,Supertree-based,20,0.5471698113207547,0.26923196360211255
Mammals,2,supertree,Supertree-based,21,0.8113207547169812,0.3640715109092333
Mammals,2,supertree,Supertree-based,22,0.8301886792452831,0.3379667034075045
Mammals,2,supertree,Supertree-based,23,0.7924528301886793,0.3455906877213506
Mammals,2,supertree,Supertree-based,24,0.7735849056603774,0.33997207671364527
Mammals,2,supertree,Supertree-based,25,0.7169811320754716,0.3389339033793139
Mammals,2,supertree,Supertree-based,26,0.7735849056603774,0.36291330687149503
Mammals,2,supertree,Supertree-based,27,0.7358490566037735,0.3196371173146784
Mammals,2,supertree,Supertree-based,28,0.7547169811320755,0.31682038095789494
Mammals,2,supertree,Supertree-based,29,0.6415094339622641,0.3400454102461983
Mammals,2,supertree,Supertree-based,30,0.6037735849056604,0.5098712663680891
Mammals,3,original,Proposed,1,0.2413793103448276,0.49026726497827194
Mammals,3,original,Proposed,2,0.1724137931034483,0.19712465979007188
Mammals,3,original,Proposed,3,0.3103448275862069,0.14330161681961878
Mammals,3,original,Proposed,4,0.3448275862068966,0.21554525863232368
Mammals,3,original,Proposed,5,0.15517241379310345,0.2158258922450884
Mammals,3,original,Proposed,6,0.20689655172413793,0.1379577671542027
Mammals,3,original,Proposed,7,0.41379310344827586,0.38101309527572125
Mammals,3,original,Proposed,8,0.3275862068965517,0.42662539557810997
Mammals,3,original,Proposed,9,0.3103448275862069,0.19743641927966893
Mammals,3,original,Proposed,10,0.20689655172413793,0.1902842906783762
Mammals,3,original,Proposed,11,0.2413793103448276,0.1929150009603919
Mammals,3,original,Proposed,12,0.22413793103448276,0.4537482071480171
Mammals,3,original,Proposed,13,0.20689655172413793,0.37034905826628506
Mammals,3,original,Proposed,14,0.22413793103448276,0.3869691255906249
Mammals,3,original,Proposed,15,0.4482758620689655,0.42667795139092624
Mammals,3,original,Proposed,16,0.46551724137931033,0.421049079577707
Mammals,3,original,Proposed,17,0.25862068965517243,0.42706760964904555
Mammals,3,original,Proposed,18,0.2413793103448276,0.1322126826585776
Mammals,3,original,Proposed,19,0.2413793103448276,0.4614891505646225
Mammals,3,original,Proposed,20,0.25862068965517243,0.2730057038670931
Mammals,3,original,Proposed,21,0.25862068965517243,0.23385767304089486
Mammals,3,original,Proposed,22,0.1896551724137931,0.3913976966585356
Mammals,3,original,Proposed,23,0.27586206896551724,0.49985576482788463
Mammals,3,original,Proposed,24,0.41379310344827586,0.5124288519113549
Mammals,3,original,Proposed,25,0.1896551724137931,0.12484840849625552
Mammals,3,original,Proposed,26,0.29310344827586204,0.5139718738055262
Mammals,3,original,Proposed,27,0.3620689655172414,0.37616586404959074
Mammals,3,original,Proposed,28,0.22413793103448276,0.19872264417011196
Mammals,3,original,Proposed,29,0.27586206896551724,0.25022767704276355
Mammals,3,original,Proposed,30,0.27586206896551724,0.2547516766185195
Mammals,3,at_root,Root Attach,1,0.6551724137931034,0.4920363037575579
Mammals,3,at_root,Root Attach,2,0.7068965517241379,0.3250356657523478
Mammals,3,at_root,Root Attach,3,0.9137931034482759,0.3787749064391746
Mammals,3,at_root,Root Attach,4,0.8620689655172413,0.40372956098072155
Mammals,3,at_root,Root Attach,5,0.7068965517241379,0.34699821307948925
Mammals,3,at_root,Root Attach,6,0.7068965517241379,0.3191764479502806
Mammals,3,at_root,Root Attach,7,0.896551724137931,0.3906690411560225
Mammals,3,at_root,Root Attach,8,0.6551724137931034,0.4480630798440757
Mammals,3,at_root,Root Attach,9,0.9310344827586207,0.40824355971292464
Mammals,3,at_root,Root Attach,10,0.8103448275862069,0.35436950256462985
Mammals,3,at_root,Root Attach,11,0.7241379310344828,0.3258918080570132
Mammals,3,at_root,Root Attach,12,0.8103448275862069,0.46299640247167184
Mammals,3,at_root,Root Attach,13,0.7413793103448276,0.39180621929630743
Mammals,3,at_root,Root Attach,14,0.8620689655172413,0.4163142933459102
Mammals,3,at_root,Root Attach,15,0.8275862068965517,0.4259957402786369
Mammals,3,at_root,Root Attach,16,0.9310344827586207,0.4163687869226091
Mammals,3,at_root,Root Attach,17,0.9137931034482759,0.4524300463654789
Mammals,3,at_root,Root Attach,18,0.7931034482758621,0.34090097944738185
Mammals,3,at_root,Root Attach,19,0.8103448275862069,0.4672070296211187
Mammals,3,at_root,Root Attach,20,0.8620689655172413,0.33044680493100304
Mammals,3,at_root,Root Attach,21,0.8793103448275862,0.40168014056356516
Mammals,3,at_root,Root Attach,22,0.7758620689655172,0.41712811825063484
Mammals,3,at_root,Root Attach,23,0.8103448275862069,0.5005488869398529
Mammals,3,at_root,Root Attach,24,0.9137931034482759,0.5069924023417234
Mammals,3,at_root,Root Attach,25,0.8620689655172413,0.3720832668873843
Mammals,3,at_root,Root Attach,26,0.896551724137931,0.5048384254986272
Mammals,3,at_root,Root Attach,27,0.9310344827586207,0.4210505454652239
Mammals,3,at_root,Root Attach,28,0.8103448275862069,0.3642670684369895
Mammals,3,at_root,Root Attach,29,0.8103448275862069,0.40096729510719864
Mammals,3,at_root,Root Attach,30,0.8793103448275862,0.4006146608021175
Mammals,3,nearest_leaf_parent,Nearest Parent,1,0.6724137931034483,0.5590930400148156
Mammals,3,nearest_leaf_parent,Nearest Parent,2,0.7241379310344828,0.24808990651218873
Mammals,3,nearest_leaf_parent,Nearest Parent,3,0.8793103448275862,0.32522377674583586
Mammals,3,nearest_leaf_parent,Nearest Parent,4,0.8275862068965517,0.4163318408990549
Mammals,3,nearest_leaf_parent,Nearest Parent,5,0.6896551724137931,0.32942417439326577
Mammals,3,nearest_leaf_parent,Nearest Parent,6,0.6724137931034483,0.21040806427765313
Mammals,3,nearest_leaf_parent,Nearest Parent,7,0.9310344827586207,0.5089946118124861
Mammals,3,nearest_leaf_parent,Nearest Parent,8,0.6724137931034483,0.5012409613447683
Mammals,3,nearest_leaf_parent,Nearest Parent,9,0.9310344827586207,0.29769578827452137
Mammals,3,nearest_leaf_parent,Nearest Parent,10,0.8103448275862069,0.2912625937695107
Mammals,3,nearest_leaf_parent,Nearest Parent,11,0.7586206896551724,0.25397108767639753
Mammals,3,nearest_leaf_parent,Nearest Parent,12,0.8103448275862069,0.5543391038730547
Mammals,3,nearest_leaf_parent,Nearest Parent,13,0.7413793103448276,0.42977667869371966
Mammals,3,nearest_leaf_parent,Nearest Parent,14,0.8793103448275862,0.49957759408499924
Mammals,3,nearest_leaf_parent,Nearest Parent,15,0.8448275862068966,0.5279318700545326
Mammals,3,nearest_leaf_parent,Nearest Parent,16,0.9655172413793104,0.5333197136707376
Mammals,3,nearest_leaf_parent,Nearest Parent,17,0.9310344827586207,0.5461209070000212
Mammals,3,nearest_leaf_parent,Nearest Parent,18,0.7586206896551724,0.27891079841753386
Mammals,3,nearest_leaf_parent,Nearest Parent,19,0.8448275862068966,0.5751377708200548
Mammals,3,nearest_leaf_parent,Nearest Parent,20,0.8620689655172413,0.35530228015324145
Mammals,3,nearest_leaf_parent,Nearest Parent,21,0.8620689655172413,0.3654756183819945
Mammals,3,nearest_leaf_parent,Nearest Parent,22,0.7931034482758621,0.49395254199049277
Mammals,3,nearest_leaf_parent,Nearest Parent,23,0.8275862068965517,0.6169853861638561
Mammals,3,nearest_leaf_parent,Nearest Parent,24,0.9310344827586207,0.6148773557884902
Mammals,3,nearest_leaf_parent,Nearest Parent,25,0.8275862068965517,0.2984834546104776
Mammals,3,nearest_leaf_parent,Nearest Parent,26,0.9137931034482759,0.6068316259004729
Mammals,3,nearest_leaf_parent,Nearest Parent,27,0.9310344827586207,0.39324404907288385
Mammals,3,nearest_leaf_parent,Nearest Parent,28,0.8103448275862069,0.29477861869547656
Mammals,3,nearest_leaf_parent,Nearest Parent,29,0.7758620689655172,0.3560197350640478
Mammals,3,nearest_leaf_parent,Nearest Parent,30,0.8448275862068966,0.3707402611955349
Mammals,3,no_mcs,No MCS,1,0.6724137931034483,0.5417862473611229
Mammals,3,no_mcs,No MCS,2,0.6896551724137931,0.2499446279229142
Mammals,3,no_mcs,No MCS,3,0.8793103448275862,0.29438847230803805
Mammals,3,no_mcs,No MCS,4,0.8448275862068966,0.35344674261306136
Mammals,3,no_mcs,No MCS,5,0.6724137931034483,0.24933876698963334
Mammals,3,no_mcs,No MCS,6,0.6896551724137931,0.24620963542300345
Mammals,3,no_mcs,No MCS,7,0.896551724137931,0.461484522942064
Mammals,3,no_mcs,No MCS,8,0.6551724137931034,0.4803973050381625
Mammals,3,no_mcs,No MCS,9,0.9137931034482759,0.341719414198137
Mammals,3,no_mcs,No MCS,10,0.7758620689655172,0.27659685429537445
Mammals,3,no_mcs,No MCS,11,0.6896551724137931,0.2522160794327254
Mammals,3,no_mcs,No MCS,12,0.8275862068965517,0.5310362943611212
Mammals,3,no_mcs,No MCS,13,0.7413793103448276,0.42139601632921236
Mammals,3,no_mcs,No MCS,14,0.8620689655172413,0.4479453151434299
Mammals,3,no_mcs,No MCS,15,0.8448275862068966,0.48003956020740524
Mammals,3,no_mcs,No MCS,16,0.9482758620689655,0.4710062576533873
Mammals,3,no_mcs,No MCS,17,0.9310344827586207,0.4855647726630336
Mammals,3,no_mcs,No MCS,18,0.7586206896551724,0.24830343959824552
Mammals,3,no_mcs,No MCS,19,0.8103448275862069,0.5362919574268646
Mammals,3,no_mcs,No MCS,20,0.8448275862068966,0.3133879185367672
Mammals,3,no_mcs,No MCS,21,0.8620689655172413,0.33955263848962386
Mammals,3,no_mcs,No MCS,22,0.8103448275862069,0.44982816302412004
Mammals,3,no_mcs,No MCS,23,0.8275862068965517,0.5664292755339057
Mammals,3,no_mcs,No MCS,24,0.9482758620689655,0.567080379583528
Mammals,3,no_mcs,No MCS,25,0.8275862068965517,0.28575636388818065
Mammals,3,no_mcs,No MCS,26,0.9137931034482759,0.5660392964330111
Mammals,3,no_mcs,No MCS,27,0.9482758620689655,0.45446675505487294
Mammals,3,no_mcs,No MCS,28,0.7931034482758621,0.3249045015189708
Mammals,3,no_mcs,No MCS,29,0.7758620689655172,0.3264160695181483
Mammals,3,no_mcs,No MCS,30,0.8448275862068966,0.34398629763236965
Mammals,3,supertree,Supertree-based,1,0.6551724137931034,0.580631874723372
Mammals,3,supertree,Supertree-based,2,0.7068965517241379,0.3428223181312777
Mammals,3,supertree,Supertree-based,3,0.8620689655172413,0.37045271195994073
Mammals,3,supertree,Supertree-based,4,0.6896551724137931,0.3535428511706118
Mammals,3,supertree,Supertree-based,5,0.7068965517241379,0.3572993499051348
Mammals,3,supertree,Supertree-based,6,0.6896551724137931,0.33032202735238625
Mammals,3,supertree,Supertree-based,7,0.8448275862068966,0.5430709994552911
Mammals,3,supertree,Supertree-based,8,0.603448275862069,0.5741891541634873
Mammals,3,supertree,Supertree-based,9,0.8448275862068966,0.36801406939259873
Mammals,3,supertree,Supertree-based,10,0.8103448275862069,0.3890225242720519
Mammals,3,supertree,Supertree-based,11,0.6379310344827587,0.32795696924674117
Mammals,3,supertree,Supertree-based,12,0.7931034482758621,0.5900092245392363
